,neighborhood_code,neighborhood_group,neighborhood
483,1566.0,21022.0,PARKVIEW MANOR/RAYBURN HGTS
484,1566.01,21028.0,RAYBURN PLACE T/H
485,1566.02,21029.0,BAYSHORE T/H CONDO
486,1567.0,21014.0,TARRYTOWN & T E WILLIAMS
487,1567.01,21001.0,LA MESA M/H PARK
488,1568.0,21025.0,ALTA VISTA TERRACE
489,1569.0,21048.0,WESTSIDE CT/WESTSIDE VILLAGE
490,157.0,4024.0,WINDFERN FOREST SEC. 4
491,157.01,4156.0,"LAUREL CREEK 1,2,3,4,5"
492,1570.0,21048.0,CENTER PLACE
493,1571.0,21010.0,VINCE HEIGHTS #6
494,1572.0,21029.0,CHRISTA COUNTRY
495,1572.01,21061.0,WOFFORD
496,1573.0,21014.0,"MERILYN PLAZA SEC 1,2"
497,1574.0,21010.0,SKYLARK TERRACE & QUEEN OAKS SEC 4
498,1575.0,21027.0,"MERILYN PLAZA SEC 3,4"
499,1576.0,21028.0,MOUNT VERNON T/H
500,1577.0,21026.0,MOUNT VERNON
501,1578.0,21027.0,"MERILYN PL 1,2/SO.HOUSTON TER"
502,1578.01,21040.0,MERILYN PLACE SEC 5
503,1579.0,21027.0,PT. SOUTH HOUSTON (N.SPENCER)
504,158.0,4066.0,COUNTRY CLUB EST #6/LAKESIDE
505,158.01,4066.0,JERSEY VILLAGE (WATERFRONT)
506,158.02,4066.0,JERSEY VILLAGE
507,1580.0,21027.0,SOUTH HOUSTON M/H PARK
508,1581.0,21027.0,PT. SOUTH HOUSTON (N. SPENCER)
509,1583.0,21027.0,PT. SOUTH HOUSTON (S. COLLEGE)
510,1584.0,21027.0,PECAN TERRACE
511,1585.0,21027.0,SOUTH HOUSTON
512,1586.0,21027.0,SOUTH EAST PT. SOUTH HOUSTON
513,1587.0,21032.0,ALTA VISTA ACRES
514,1587.01,21032.0,FREEDOM PLACE
515,1588.0,21002.0,"RANCHO VISTA SEC 1 & VISTA VILLAS SEC 1,2"
516,1588.02,21018.0,"VISTA OAKS 1, 2, 3"
517,1588.1,21002.0,HIDDEN COVE
518,1589.0,21002.0,"SHA-D-REE, PALOS VERDE, & VISTA VILLAS SEC 3-6"
519,1589.01,21028.0,WILLOW VISTA T/H
520,1589.02,21028.0,BUENA VISTA T/H
521,1589.04,21028.0,TERRENO VISTA T/H
522,1589.05,21001.0,TERRENO VISTA T/H (INACTIVE ACCTS)
523,1589.06,21047.0,VISTA PARK PATIO HOMES
524,159.0,4015.0,COUNTRY CLUB EST. SEC. 3 & 4
525,1590.0,21001.0,BEAUSSIRE& R/P
526,1591.0,21040.0,HUNTINGTON ADDN SEC 1-3
527,1592.0,21023.0,GOLDEN ACRES ANNEX
528,1592.01,21061.0,RENO VILLAGE
529,1592.02,21001.0,EULA AVENUE
530,1593.0,21056.0,BLISS MEADOWS SEC 1-3
531,1594.0,21009.0,COUNTRY BRIAR
532,1595.0,21009.0,"FAIRMONT ESTATES 3, 4 & HEIGHTS"
533,1595.04,21047.0,"BAYWOOD OAKS WEST SEC 3, 4, 5, 6"
534,1595.06,21047.0,BAYWOOD OAKS WEST #2
535,1596.02,21023.0,FAIRWAY PLACE
536,1597.0,21008.0,INDEPENDENCE PLACE
537,1597.01,21008.0,WHITNEY ESTATES 1 & 2
538,1597.03,21047.0,WHITNEY ESTATES #3 & 3A
539,1598.0,21008.0,FAIRMONT MEADOWS
540,1599.0,21020.0,PARKGATE NORTH
541,16.0,4098.0,"WINDSONG SEC. 1,2"
542,16.01,4016.0,WEST GLEN SMALL LOTS
543,16.02,4101.0,WEST GLEN
544,16.03,4029.0,WINDSONG SEC 3
545,16.04,4029.0,WINDSONG SEC 4
546,16.07,4028.0,WESTMINSTER VILLAGE 1 & 2
547,16.08,4054.0,COVENTRY MEADOWS
548,16.09,4106.0,LISMORE LAKE ESTATES
549,16.1,4106.0,LAKE ESTATES ON NORTH ELDRIDGE
550,160.0,4015.0,COUNTRY CLUB EST. SEC. 1 & 2
551,1600.0,21056.0,FAIRMONT ESTATES
552,1600.01,21047.0,PRESTON TRAILS
553,1600.02,21047.0,PRESTON TRAILS SOUTH #1 &2
554,1601.0,21017.0,ANTHONY LANE
555,1602.0,21020.0,PARKGATE SEC 1-4
556,1602.01,21029.0,WALNUT HILL CONDO
557,1602.02,21029.0,600 ALLEN GENOA CONDO
558,1602.03,21047.0,BOSQUE SAN LEON
559,1603.0,21020.0,PARKVIEW SOUTH SEC 1-5
560,1604.0,21008.0,"PARKVIEW SOUTH SEC 6,7"
561,1604.01,21047.0,PARK RIDGE ESTATES
562,1604.02,21047.0,BURKSHIRE
563,1605.0,21056.0,BURKE MEADOWS
564,1606.0,21056.0,PARKLAND VILLAGE
565,1607.0,21001.0,TEALWAY M/H
566,1607.01,21001.0,FOX HOLLOW
567,1608.0,21028.0,FAIRMONT T/H
568,1609.0,21032.0,ARLINGTON HEIGHTS
569,161.0,4015.0,NORTHWEST ESTATES
570,1610.0,21038.0,"FREEWAY MANOR SEC 3,4,5,7"
571,1611.0,21038.0,"FREEWAY MANOR SEC 1,2,6"
572,1612.0,21038.0,"GULFWAY TERRACE SEC 1,2"
573,1612.02,21046.0,"LAS COLINAS, LAS BRISAS & S SHAVER ESTATES"
574,1612.03,21038.0,SOUTH SHAVER ESTATES
575,1613.0,21040.0,SUN VALLEY SEC 1-5
576,1614.0,21037.0,GULF FREEWAY OAKS
577,1614.01,21037.0,CONTEMPORARY AIRPORT SEC 1
578,1614.02,21037.0,VILLAS ON MONROE
579,1615.0,21032.0,"MEADOWBRK FWY PT BK 4,10,17,18"
580,1616.01,21033.0,EASTHAVEN & FERNANDO LOTS
581,1616.02,21029.0,CEDARWILD T/H CONDO
582,1616.05,21033.0,EDGEBROOK PLACE VARIOUS SMALL LOTS
583,1616.07,21033.0,SCRANTON VILLAS SEC 1
584,1617.0,21024.0,"GULF PALMS SEC 1,2"
585,1617.01,21059.0,"TIERRA PK #1,TIERRA GLEN #1-2"
586,1617.02,21059.0,TIERRA GLEN SEC 3 & 4  DUMAS CT
587,1618.0,21024.0,GENOA
588,1618.03,21046.0,LAS BRISAS
589,1618.05,21046.0,CLEARWOOD LANDING
590,1619.0,21030.0,EASTRIDGE TER & PALM SPRINGS
591,1619.02,21046.0,SOUTH UNIVERSITY PLACE
592,1619.03,21046.0,LAS ALAMEDAS
593,1619.04,21046.0,LAS PALMITAS
594,1619.05,21046.0,"SIERRA VISTA SEC 1,2"
595,1619.07,21046.0,"VICTORIA PARK SEC 1,2,3"
596,1619.08,21046.0,LAS TERRAZAS 2
597,162.0,4090.0,HEATHERWOOD VILLAGE SEC 1 R/P
598,1620.0,21031.0,SOUTHBRIDGE SEC 1
599,1620.03,21053.0,BRIDGEGATE 1-5
600,1620.07,21059.0,PARK AT FUQUA
601,1620.09,21046.0,"PAVILION OAKS, ALMEDA VISTA"
602,1621.0,21031.0,KINGS PLACE SEC 1
603,1621.05,21059.0,SOUTHWAY
604,1621.06,21059.0,"SOUTHWAY SEC 6,7"
605,1622.0,21031.0,"BEVERLY HILLS PT. SEC 2,3-8"
606,1623.0,21030.0,BEVERLY HILLS SEC 1 PT. SEC 2
607,1623.05,21046.0,FUQUA LANDING
608,1623.07,21046.0,KINGSPOINT GARDENS
609,1624.0,21034.0,RAINBOW VALLEY SEC 1
610,1624.01,21046.0,LAS TERRAZAS & AMEND 1
611,1624.02,21046.0,"CLEARWOOD CROSSING SEC. 1,2, 3"
612,1624.04,21046.0,CLEARWOOD CROSSING SEC 4
613,1624.05,21046.0,CLEARWOOD CROSSING SOUTH SEC 1
614,1624.06,21046.0,"BRIDGES AT BLACKHAWK SEC 1,2"
615,1625.0,21034.0,KIRKWOOD PARK/SAGEMONT PARK
616,1625.02,21046.0,DURHAM PARK
617,1626.0,21028.0,SAGEMONT PARK T/H
618,1627.0,21034.0,SAGEMONT SEC 1-3
619,1628.0,21007.0,"WOODMEADOW SEC 1,2"
620,1628.01,21007.0,HIGHLAND MEADOW SEC 1-4
621,1628.02,21007.0,HIGHLAND MEADOW R/P SEC 5
622,1629.0,21021.0,SCARSDALE SEC 1-3
623,1629.01,21029.0,WINDSWEPT T/H
624,1629.02,21029.0,"ADKINSON TOWNHOUSES SEC 1,2"
625,163.0,4070.0,LAKEWOOD FOREST
626,163.01,4057.0,LAKEWOOD FOREST SEC. 12
627,163.02,4070.0,"LAKEWOOD FOREST P/H SEC. 1, 2"
628,163.05,4057.0,LAKEWOOD CROSSING 1
629,163.06,4057.0,"LAKEWOOD CROSSING SEC 4,5"
630,163.07,4057.0,LAKEWOOD CROSSING SEC 3
631,1630.0,21019.0,SYCAMORE VALLLEY
632,1631.0,21034.0,"SAGEMONT SEC 5,6"
633,1632.0,21034.0,SAGEMONT SEC 7-10
634,1633.0,21028.0,SAGEMONT T/H
635,1634.0,21003.0,"SAGEGLEN PT. SEC 1,4"
636,1635.0,21003.0,SAGEMEADOW SEC 1-5
637,1635.01,21046.0,"SAGEMEADOW SEC 7, 8"
638,1635.04,21046.0,"RIVERSTONE RANCH 1,3,4"
639,1635.05,21046.0,"RIVERSTONE RANCH SEC 2,6,7"
640,1635.06,21046.0,RIVERSTONE RANCH SEC 5
641,1635.07,21046.0,RIVERSTONE RANCH SEC 8
642,1635.08,21046.0,"RIVERSTONE RANCH SEC 9,10"
643,1635.09,21050.0,"LAKE GOLFCREST SEC 1,2"
644,1636.0,21003.0,"KIRKWOOD SOUTH SEC 1,2"
645,1637.0,21006.0,KIRKWOOD SOUTH SEC 5
646,1637.01,21006.0,KIRKWOOD SOUTH SEC 6
647,1639.0,21003.0,KIRKWOOD SOUTH SEC 3
648,164.0,4044.0,WINDWOOD
649,1640.0,21050.0,RIVERSTONE RANCH @ CLEAR CREEK SEC 1-8
650,1641.0,21006.0,"KIRKMONT SEC 1, 3"
651,1642.0,21006.0,"KIRKMONT SEC 2, 4"
652,1645.0,21050.0,GREEN TEE TERRACE 7
653,1646.0,21055.0,QUEENS COURT 1
654,1646.02,21001.0,LEPRECHAUN ST & CALIVA FARMS
655,1647.0,21028.0,BIRNHAM WOODS 1 (TH)
656,1648.0,21054.0,HAMPTON COURT
657,1648.01,21054.0,FOX MEADOW PLACE
658,1649.0,21059.0,"GENOA AMENDED, PALM VALLEY & GENESIS HOMES"
659,165.0,4063.0,TALL PINES
660,165.01,4063.0,PRADO WOODS
661,1650.0,21054.0,"CLEAR BROOK MEADOWS #1,2,3"
662,1650.01,21054.0,CLEAR BROOK MEADOWS SEC 4
663,1651.0,21029.0,SAGE HOLLOW CONDOS
664,1651.02,21029.0,CU XA DONG NAM CONDO
665,1652.0,21045.0,"STRAWBERRY GLEN SEC 1,2"
666,1652.03,21054.0,"TRAVIS ESTATES SEC 1,2"
667,1653.0,21008.0,VILLAGE AT THE PARK
668,1653.03,21008.0,FAIRMONT GARDENS PATIO HOMES
669,1654.0,21066.0,SUNRISE MEADOWS
670,1655.0,21047.0,"SUMMER MEADOWS SEC 1,2"
671,1655.01,21047.0,SUMMER MEADOWS T/H
672,1656.0,21066.0,DEER CREEK/ SPLIT JUR SUB
673,1657.0,21067.0,LEISURE COURT TOWNHOMES
674,1657.02,21067.0,VILLAGE AT THE PARK T/H
675,1658.0,21067.0,SHAVER LANDING
676,1658.01,21059.0,SOUTHDOWN TRACE SEC 2
677,1658.02,21059.0,"SOUTHDOWN TRACE SEC 1,3 & 4"
678,1658.03,21059.0,SOUTHDOWN TRACE SEC 5
679,1659.0,21046.0,VILLAS AT FUQUA LANDING
680,166.0,4063.0,LAKEWOOD WEST
681,166.01,4063.0,LAKEWOOD WEST
682,166.02,4063.0,LAKEWOOD TRAILS
683,166.03,4063.0,"TUSCANY SEC 1, 2, 3, 4"
684,1660.0,21059.0,CLEARVIEW VILLAGE
685,1661.0,21054.0,"PRESERVE @ HIGHLAND GLEN SEC 1,2,3"
686,1661.01,21054.0,"ENCLAVE @ HIGHLAND GLEN SEC 1,2,3,4,5"
687,167.0,4061.0,"NORCHESTER 1,2,3"
688,167.01,4061.0,NORCHESTER 3
689,168.0,4135.0,FARM SUBDIVISION-M/R
690,168.01,4142.0,GRANT ROAD ESTS
691,168.02,4063.0,MANDOLIN VILLAGE TH'S
692,168.03,4063.0,"MANDOLIN VILLAGE #1,3, 4"
693,168.04,4063.0,MANDOLIN VILLAGE #2
694,168.06,4063.0,"MANDOLIN PARK SEC 1, SEC 2"
695,168.07,4063.0,FAIRLANE VILLAGE SEC 1
696,168.1,4063.0,GRANTS TRACE
697,169.02,4072.0,REMINGTON GROVE SEC 1
698,169.03,4072.0,"REMINGTON GROVE SEC 2,3"
699,17.0,4016.0,"GLENCAIRN SEC. 5,6"
700,17.02,4016.0,"GLENCAIRN SEC. 3,4"
701,17.03,4016.0,"GLENCAIRN SEC. 1,2"
702,17.04,4016.0,GLENCAIRN VILLAGE
703,17.06,4101.0,BROOKHOLLOW CROSSING SEC 1
704,17.07,4118.0,BROOKHOLLOW COURT SEC 1
705,170.0,4031.0,WOODLAND OAKS SEC. 3
706,170.02,4082.0,"WOODLAND OAKS PT SEC 4 & SEC'S 5, 6"
707,170.04,4082.0,AUDUBON
708,171.0,4031.0,WOODLAND TRAILS SEC. 4
709,172.01,4050.0,ROLLING FORK
710,172.02,4082.0,WESTWOOD GARDENS SEC 1
711,172.03,4082.0,WESTWOOD GARDENS SEC 2
712,173.01,4067.0,JERSEY VLG COUNTRY EST #4
713,173.02,4067.0,JERSEY VLG CC EST SEC 4 U R/P
714,173.03,4067.0,WYNDHAM VILLAGE
715,174.0,4070.0,QUAIL FOREST SEC. 2
716,175.0,4004.0,"HEARTHSTONE SEC. 3,PT R/P"
717,176.0,4039.0,JAMESTOWN COLONY
718,176.01,4039.0,"GEORGETOWN COLONY SEC. 1,2"
719,176.02,4133.0,JAMESTOWN COMMONS T/H
720,177.0,4041.0,YORKTOWN COLONY
721,177.01,4118.0,YORKTOWN VILLAS SEC 1
722,178.01,4134.0,MAPLE LEAF GARDEN U/R
723,178.02,4134.0,OAKLAND VLG U/R
724,178.03,4134.0,ARBOR VINEYARD
725,178.04,4024.0,WAGON WHEEL EST.
726,178.05,4134.0,JW KINCY ON WINDFERN
727,179.0,4023.0,NORTH GLEN
728,179.01,4028.0,"NORTH GLEN  SEC 5,6 R/P"
729,179.06,4098.0,"CYPRESS FALLS SEC 1,3"
730,179.07,4098.0,"BARKER VILLAGE SEC 1,2,3,5"
731,179.08,4098.0,"BARKER VILLAGE SEC 2 R/P, 4"
732,18.0,4136.0,CLAY MEADOWS
733,180.0,4017.0,HARVEST BEND SEC. 3
734,180.01,4036.0,HARVEST BEND THE VLG 2 - 5
735,180.06,4118.0,OPATRNY MEADOWS
736,181.0,4143.0,CYPRESS GLEN DUPLEXES
737,181.01,4097.0,CYPRESS GLEN YB>90
738,182.0,4096.0,MILLRIDGE NORTH SEC. 2
739,182.01,4097.0,BOARDWALK SEC 1 (1991)
740,182.02,4097.0,"MILLRIDGE NORTH, YR BLT>88"
741,182.03,4006.0,MARWOOD VILLAGE
742,182.04,4132.0,MILLRIDGE PINES TOWBHOMES
743,182.05,4115.0,MARWOOD ESTATES
744,182.06,4155.0,REGENCY T/H CONDOS
745,182.07,4006.0,CREEKSTONE VILLAGE
746,182.08,4144.0,STABLECHASE CONDO
747,183.0,4132.0,NORCHESTER VILLAGE T/H
748,183.01,4132.0,FOREST & MILLRIDGE
749,1832.0,2014.0,PARK MEADOWS 4
750,1832.01,2003.0,PARK MEADOWS SEC 5
751,1833.0,2015.0,PARK MEADOWS 3
752,1833.01,2023.0,"ENCLAVE AT EAST MEADOW SEC 3, AMEND"
753,1834.0,2015.0,SAN JACINTO ESTATES 1
754,1835.0,2020.0,"DELO ELAINE 1,2"
755,1836.0,2014.0,"PARK MEADOWS 1,2"
756,1837.0,2013.0,"DEER PARK GDNS 8,9/PARKGLEN 2"
757,1838.0,2001.0,PARKVIEW NORTH
758,1839.0,2001.0,DOW VILLAS 3
759,184.0,4133.0,SILVER MEADOWS T/H
760,1840.0,2001.0,CANTERBURY PLACE
761,1841.0,2011.0,PARKVIEW ESTATES 1
762,1842.0,2015.0,PARKGLEN 1
763,1844.0,2007.0,WILLOWSPRINGS
764,1845.0,2007.0,PARKGLEN 3/PEQUENO VLG
765,1846.0,2004.0,DOW VILLAS 2/WILLOWFORD
766,1847.0,2007.0,MEADOWGLEN
767,1848.0,2004.0,DOW VILLAS 1/HARRISON VILLAS
768,1849.0,2018.0,DEER PARK MANOR
769,185.0,4144.0,LAKEWOOD WEST CONDO
770,1850.0,2012.0,"REGENCY PK 1,2/DEER PK GDNS 10"
771,1851.0,2018.0,DEER PARK MANOR
772,1853.0,2016.0,SHELL CITY
773,1854.0,2013.0,DEER PK GDNS 4-7/PARKGLEN 4
774,1854.01,2013.0,BRIARWICK
775,1854.02,2001.0,COLEMAN ADDITION
776,1855.0,2017.0,NORWOOD PL/DEER PRK GARDENS #3
777,1855.01,2017.0,OBRIEN HTS/PENNINGTON PL
778,1856.0,2017.0,"DEER PARK GARDENS 1,2"
779,1856.01,2008.0,ASBURY GARDENS 1ST & 2ND R/P
780,1856.02,2023.0,TIFFANY MANOR
781,1856.03,2008.0,WESLEY PLACE
782,1856.05,2023.0,RUNNINGBROOK
783,1856.06,2023.0,DEERFIELD ESTATES 1
784,1856.07,2022.0,"WYNFIELD ESTATES 1,2,3A,3B"
785,1856.09,2022.0,PARK GREEN
786,1857.0,2017.0,DEER PARK/WALKER
787,1858.01,2022.0,PARK PLACE 1
788,1858.02,2022.0,PARK PLACE 2
789,1858.03,2022.0,PARK PLACE SEC 5
790,1858.04,2022.0,PARK PLACE SEC 6&7
791,1858.05,2022.0,PARK PLACE SEC 8
792,1858.06,2022.0,PARK PLACE SEC 4
793,1859.0,2031.0,SHELL CITY/SO. PK TER/DEER PK
794,186.0,4091.0,LAKEWOOD GLEN SEC. 1
795,186.01,4091.0,"LAKEWOOD GLEN #2 R/P,PAR R/P"
796,186.02,4091.0,LAKEWOOD GLEN #1 PAR/R-PLAT
797,186.06,4092.0,"LAKEWOOD OAKS ESTATES SEC 1,2,3,4"
798,1860.0,2017.0,PALM TERRACE
799,1860.01,2009.0,ERIN GLEN 9
800,1861.0,2031.0,LONE OAK
801,1863.0,2011.0,"DEER MEADOWS 1,2,3/OTHERS"
802,1864.0,2020.0,PARKVIEW WEST 2
803,1865.0,2019.0,BOWLING GREEN 1
804,1866.0,2031.0,COURTLAND VILLAGE T/H
805,1866.01,2005.0,PASADENA NE GARDEN HOMES
806,1867.0,2020.0,BOWLING GREEN 2
807,1868.0,2031.0,SWINDELL
808,1868.01,2001.0,SYLVIA TRACE R/P
809,1868.02,2020.0,ENCHANTED OAKS
810,1869.0,2020.0,BLUE GRASS ESTATES 1
811,1869.01,2020.0,BLUE GRASS ESTATES 2
812,187.0,4029.0,ASHLEY GROVE YB>90
813,187.01,4029.0,COUNTRY ESTATES 1
814,187.02,4027.0,ASHLEY GROVE
815,187.03,4029.0,COVENTRY ESTATES SEC 3 & 4
816,187.04,4029.0,COVENTRY CREEK ESTATES
817,187.1,4100.0,AUSTINVILLE
818,187.11,4100.0,BRENWOOD CIRCLE
819,187.12,4100.0,BRENWOOD MANOR T/H
820,1870.0,2027.0,SOUTH PASADENA
821,1872.0,2027.0,SOUTH PASADENA PLAZA
822,1874.01,2012.0,BAYOU BEND
823,1876.0,2002.0,PLUNKETT/OTT & WHATLEY
824,1877.0,2030.0,SPENCERVIEW TERRACE
825,1878.0,2030.0,BRAMLEY/SPENCER VILLAGE
826,1879.0,2027.0,FRANK HOLTON
827,188.01,4098.0,BRENWOOD SEC. 1
828,188.02,4098.0,BRENWOOD SEC. 2
829,188.03,4027.0,BERNWOOD SEC. 3 R/P
830,188.04,4100.0,"BRENWOOD PT 1,2,3,R/P YB>90"
831,188.05,4100.0,BRENWOOD SEC 5
832,188.06,4100.0,BRENWOOD SEC 7
833,188.07,4100.0,BRENWOOD PARK SEC 1
834,188.08,4100.0,BRENWOOD SEC 8
835,188.09,4100.0,BRENWOOD TRAILS SEC 1
836,188.1,4100.0,BRENWOOD VILLAGE SEC 3
837,188.11,4100.0,BRENWOOD SOUTH SEC 1
838,188.12,4100.0,BRENWOOD SOUTH SEC 2
839,1880.0,2015.0,"HERITAGE 1,2"
840,1881.0,2021.0,"DEEPWATER TERRACE 1,2,3"
841,1882.0,2021.0,DEEPWATER ADDITION
842,1883.0,2019.0,BERKSHIRE VILLAGE 2
843,1883.01,2001.0,BRYN MAWR CONDOS
844,1884.0,2020.0,TANGLEBRIAR VILLAGE
845,1885.0,2016.0,D.P. TERR/MATLOCK-KEMPER
846,1886.0,2011.0,ERIN GLEN 1
847,1887.0,2004.0,ERIN GLEN 3
848,1887.01,2009.0,ERIN GLEN 8
849,1888.0,2004.0,"ERIN GLEN 2,5,7"
850,1888.01,2001.0,"ERIN GLEN SEC. 6,6A,6B"
851,1889.0,2011.0,"W.SIDE MAN 1-4/E.SIDE MAN 1,2"
852,1889.05,2033.0,NANTUCKET PLACE
853,1889.06,2033.0,NANTUCKET HIDEAWAY
854,189.01,4098.0,"BEAR CREEK PLANTATION 2 R/P,3,7"
855,189.02,4100.0,BEAR CREEK PLANTATION SEC 1 & 1 R/P
856,189.04,4100.0,BEAR CREEK PLANTATION 4-65
857,189.05,4100.0,"BEAR CREEK MEADOWS SEC 1,3,4"
858,1890.0,2020.0,SAN AUGUSTINE ESTATES
859,1891.0,2001.0,OAKLAND ESTATES/OTHERS
860,1892.0,2001.0,M/R
861,1892.01,2001.0,LAKESIDE TERRACE EST
862,1892.02,2001.0,WILBURN WOODS U/R
863,1892.03,2001.0,WHITE'S LAKE ESTATES
864,1893.0,2019.0,BERKSHIRE VILLAGE 1
865,1894.0,2019.0,BERKSHIRE PARK
866,1895.0,2019.0,PARKWOOD 3
867,1896.0,2019.0,PARKWOOD 2
868,1897.0,2021.0,PARKWOOD 1
869,1898.01,2001.0,SAN JACINTO OAKS
870,1898.02,2022.0,STATION HEIGHTS
871,1898.03,2033.0,GREENWOOD PLACE
872,1898.04,2033.0,WATKINS ADDITION
873,1898.05,2033.0,DESTINY SUBDIVISION
874,1898.08,2033.0,AMBER
875,1899.0,2001.0,M/R
876,1899.01,2001.0,PAGE LN
877,19.0,4052.0,DEERFIELD VILLAGE
878,19.01,4052.0,"DEERFIELD VILLAGE SEC. 6, PT. SEC 5"
879,19.02,4052.0,DEERFIELD VILLAGE SEC. 8
880,19.04,4052.0,LAKES OF PINE FOREST 1- 6
881,19.05,4052.0,"PINE FOREST GREEN SEC 1,2"
882,19.06,4052.0,PINE FOREST LANDING
883,190.0,4019.0,"COPPERFIELD SOUTHPOINT 1,2,3"
884,190.01,4018.0,"COPPFLD STHPT PAR R/P 1,2,3"
885,1900.0,2019.0,PARKWOOD
886,1901.0,2028.0,VILLAGE GROVE
887,1901.04,2010.0,VILLAGE GROVE ESTATES 1
888,1901.06,2022.0,VILLAGE GROVE EAST TH'S
889,1902.0,2029.0,CRESTHAVEN ESTATES
890,1903.0,2010.0,PASADENA RIVER OAKS
891,1903.01,2010.0,SANTORINI ESTATES 1
892,1903.03,2010.0,"TURTLE CREEK SEC 1,2,3"
893,1903.04,2010.0,COLUMBIAN VILLAGE
894,1904.0,2026.0,"BROWNING SEC 1,2,3, PTL RP 2"
895,1905.0,2003.0,CEDAR LAWN CIRCLE
896,1906.0,2025.0,BAYWOOD SHADOWS 1-5/BAYWOOD CR
897,1906.02,2025.0,BAYWOOD GARDENS R/P
898,1906.03,2003.0,BAYWOOD OAKS 1
899,1906.04,2025.0,"BAYWD OAKS #2,2A,2B,3,3A,3B,4"
900,1906.05,2025.0,BAYWOOD OAKS VILLAGE SEC 1 & 2
901,1906.06,2003.0,BAYWOOD OAKS NORTH
902,1906.07,2025.0,BAYWOOD OAKS SEC 5-9
903,1906.08,2025.0,"BAYWOOD OAKS VLG 1A,3,4,5,6"
904,1907.0,2031.0,DEER PK/BEVERLY TER/BOSTON TER
905,1908.0,2002.0,TOMPKINS/W. CHAPMAN
906,1909.0,2002.0,DEER PARK OUTLOTS
907,191.0,4013.0,WHEATSTONE VLG COPPERSTONE R/P
908,1910.0,2002.0,FOREST LANE/COLEMAN 2
909,1911.0,2017.0,N MINCHEN
910,1913.0,2023.0,PARKSIDE PLACE
911,1914.0,2010.0,LAURYNNBROOK PARK
912,1915.0,2035.0,DEER CREEK/ SPLIT JUR SUB
913,1916.0,2035.0,TWIN VILLAS AT RED BLUFF
914,1916.01,2035.0,TWIN VILLAS AT RED BLUFF SEC 2
915,1917.0,2036.0,DEERWOOD GLEN SEC 1
916,1918.0,2009.0,RIVIERA PALM
917,192.0,4030.0,BRADFORD COLONY SEC 1
918,192.01,4030.0,BRADFORD COLONY SEC. 2
919,192.02,4034.0,BRADFORD COLONY 1&2 PAR.R/P
920,192.03,4034.0,BRADFORD COLONY SEC 3
921,193.01,4054.0,"VLG OF BEAR CREEK SEC 1 R/P, 6"
922,193.02,4054.0,"VILLAGES OF BEAR CREEK #7,8"
923,193.03,4054.0,"EAGLE RANCH WEST SEC 1,2,3"
924,193.04,4054.0,"PLANTATION LAKES SEC. 1,2,3,4,5,6,7"
925,193.05,4054.0,BEAR CREEK GLEN
926,193.06,4054.0,PLANTATION LAKES
927,193.07,4054.0,"PLANTATION LAKES SEC 9,14,17,23,24"
928,193.08,4054.0,PLANTATION LAKES SOUTH SEC 8
929,193.09,4054.0,"JASMINE HEIGHTS SEC 1-5,8"
930,193.1,4054.0,PLANTATION LAKES NORTH SEC 8
931,193.11,4054.0,PLANTATION LAKES SEC 22
932,193.12,4054.0,PLANTATION LAKES SEC 18
933,193.13,4054.0,"PLANTATION LAKES SEC 16, 20, 21"
934,193.2,4054.0,"JASMINE HEIGHTS SEC 6, 7"
935,194.0,4140.0,"MIXED SUBS,CARVERDALE"
936,194.01,4054.0,CREEKSIDE
937,194.02,4054.0,CYPRESS PLACE & MEADOW WOOD
938,194.03,4054.0,WESTFIELD VILLAGE DRIVE MODEL HOMES
939,194.04,4081.0,MOROCCO VISTA
940,1956.0,16020.0,PRINCE
941,1957.0,16001.0,SHAMROCK ACRES
942,1959.0,16001.0,PLEASANT GROVE
943,1960.0,16001.0,LISTI
944,1961.0,16001.0,COLEMAN HEIGHTS
945,1962.0,16001.0,PRAIRIE VILLAGE 1 & 2
946,1963.0,16020.0,JAN-JACK ESTATES
947,1964.0,16020.0,ORCHARDS ACRES
948,1965.0,16020.0,KINGS COLONY
949,1966.0,16001.0,BRIARWD/HILLARY WDS/KIMBLE GDN
950,1967.0,16001.0,COLONY MADRID TH
951,1968.0,16001.0,CREPE MYRTLE/PT. PRUETT
952,1969.0,16033.0,ABST. 719 J.W. SINGLETON
953,197.0,4099.0,CHATEAU FOREST SEC. 4
954,197.01,4031.0,"WOODLAND TRAILS 1-3 & 3 RP,4"
955,197.02,4051.0,"STONEBROOK VILLAGE 1,2,3"
956,1970.0,16033.0,HIGHLAND FARMS/REDBERRY HILL
957,1971.0,16001.0,HARLEM
958,1972.0,16013.0,CHAPARRAL VILLAGE #4
959,1973.0,16013.0,"CHAPARRAL VILLAGE #1, PT. #4"
960,1973.01,16033.0,"BRIARCREEK 2,4 (YB>94)"
961,1973.02,16033.0,BAYROOK PLACE SEC 1
962,1973.03,16033.0,MERIDIAN ESTATES
963,1973.04,16033.0,CROCKETT PARK & AMEND
964,1973.05,16033.0,"APACHE MEADOWS SEC 1,2"
965,1973.06,16033.0,TREASURE COVE
966,1974.0,16031.0,FAIR PARK
967,1975.0,16016.0,"GLEN MEADOW #1,2,3"
968,1976.0,16006.0,LAKEWOOD SEC. R
969,1976.02,16006.0,"LAKEWOOD ESTATES SEC 1,2"
