,tax_year,account,total_appraised_value,total_market_value,land_value
23574,2019,141540000013,567855.0,567855,350000
23576,2019,141550000007,486055.0,515922,350000
23577,2019,141550000008,526033.0,526033,350000
23578,2019,141550000009,460000.0,460000,350000
23579,2019,141550000010,373378.0,373378,350000
33264,2019,180010000002,534230.0,534230,506250
33273,2019,180030000013,587835.0,598000,506250
33277,2019,180040000029,344692.0,344692,110700
33278,2019,180040000030,379758.0,379758,106200
33279,2019,180040000031,434500.0,450126,211950
33280,2019,180040000032,349869.0,349869,110700
33281,2019,180040000033,495032.0,495032,198150
33282,2019,180040000034,494947.0,494947,201825
33283,2019,180040000035,430860.0,430860,183600
33284,2019,180040000036,416900.0,430000,183600
33285,2019,180040000037,401500.0,444000,211875
33286,2019,180050000002,474100.0,515375,506250
33288,2019,180060000003,598501.0,598501,562500
33289,2019,180060000004,850000.0,850000,590625
33290,2019,180060000006,546790.0,572304,303975
33291,2019,180060000008,310167.0,355351,251475
33292,2019,180060000012,308856.0,308856,143100
33294,2019,180060000014,369692.0,400115,150675
33295,2019,180060000016,243139.0,243139,144000
33296,2019,180060000017,243540.0,243540,153750
33297,2019,180060000018,1175876.0,1406666,1153125
33299,2019,180060000023,320000.0,320000,156000
33300,2019,180060000024,486132.0,486132,162675
33301,2019,180060000025,512930.0,585000,264600
33302,2019,180060000026,424600.0,437016,215175
33303,2019,180060000027,328146.0,328146,121200
33304,2019,180060000028,410418.0,410418,151050
33305,2019,180070000005,294800.0,330415,122475
33309,2019,180070000022,372758.0,372758,132975
33310,2019,180070000023,342575.0,342575,135000
33311,2019,180070000024,315322.0,315322,104475
33312,2019,180070000025,336029.0,342600,122550
33314,2019,180070000027,318997.0,318997,95025
33315,2019,180080000001,458700.0,541923,472500
33316,2019,180080000002,553755.0,553755,450000
33318,2019,180080000005,819500.0,874439,540000
33320,2019,180080000009,310686.0,310686,140625
33321,2019,180080000010,313800.0,313800,140625
33322,2019,180080000011,314170.0,314170,140625
33323,2019,180080000012,380004.0,380004,140625
33325,2019,180090000004,655000.0,655000,520335
33333,2019,180120000001,622957.0,622957,479250
33334,2019,180120000002,456500.0,484777,479250
33335,2019,180120000003,222177.0,222177,107250
33338,2019,180120000009,220307.0,220307,105975
33339,2019,180120000010,227445.0,227445,105975
33340,2019,180120000011,233104.0,233104,108075
33341,2019,180120000013,492000.0,492000,477000
33344,2019,180130000001,939030.0,939030,450000
33346,2019,180130000003,1120339.0,1120339,451260
33347,2019,180130000005,1100000.0,1363000,904500
33350,2019,180130000009,1077000.0,1077000,451260
33353,2019,180140000004,457873.0,457873,450000
33354,2019,180140000005,504574.0,504574,472500
33355,2019,180140000006,499064.0,500000,445500
33356,2019,180140000007,779263.0,779263,450000
33357,2019,180140000008,586700.0,586700,450000
33359,2019,180150000001,798500.0,798500,517500
33360,2019,180150000013,497808.0,497808,210300
33362,2019,180150000015,447665.0,447665,138375
33363,2019,180150000016,467541.0,467541,142575
33365,2019,180160000013,690000.0,690000,450000
33366,2019,180170000005,323400.0,351750,243000
33367,2019,180170000006,348663.0,367500,243000
33368,2019,180170000007,356488.0,375000,243000
33369,2019,180170000008,315589.0,315589,133950
33371,2019,180170000010,320900.0,320900,240000
33372,2019,180170000015,478017.0,536323,302400
33373,2019,180170000016,459322.0,507961,294000
33374,2019,180170000017,395914.0,395914,243000
33375,2019,180170000018,298040.0,298040,210000
33377,2019,180170000020,313406.0,313406,131700
33378,2019,180170000021,315952.0,315952,134325
33379,2019,180180000001,295000.0,295000,100000
33380,2019,180180000003,590595.0,590595,553500
33381,2019,180180000004,436254.0,488550,472500
33382,2019,180180000008,368518.0,370906,199875
33383,2019,180180000009,496966.0,496966,218100
33384,2019,180180000010,1144636.0,1144636,506250
33385,2019,180180000011,488400.0,492000,234300
33386,2019,180180000014,393667.0,393667,205500
33387,2019,180180000015,381399.0,400000,205500
33388,2019,180180000016,393119.0,394615,202500
33389,2019,180180000017,291456.0,291456,100000
33390,2019,180180000018,337059.0,337059,100000
33391,2019,180180000019,289532.0,289532,100000
33392,2019,180180000020,269900.0,269900,100000
33393,2019,180180000021,293973.0,293973,100000
33394,2019,180180000022,291456.0,291456,100000
33395,2019,180180000023,291456.0,291456,100000
33396,2019,180180000024,291456.0,291456,100000
33397,2019,180180000025,268300.0,268300,100000
33398,2019,180180000026,500500.0,526353,234300
33400,2019,180190000004,512000.0,512000,506250
33402,2019,180190000011,520000.0,520000,450000
33404,2019,180200000001,1015498.0,1015498,506250
33405,2019,180200000002,600820.0,605626,450000
33406,2019,180200000003,507705.0,507705,478125
33407,2019,180200000004,540678.0,540678,450000
33408,2019,180200000005,650135.0,650135,450000
33409,2019,180200000006,388009.0,388009,168750
33410,2019,180200000011,531250.0,531250,506250
33411,2019,180200000016,490619.0,490619,472500
33412,2019,180200000017,365576.0,365576,126600
33413,2019,180200000018,352770.0,392257,143475
33414,2019,180200000019,368238.0,368238,125100
33416,2019,180210000002,1331106.0,1331106,506250
33417,2019,180210000011,581495.0,581495,450000
33418,2019,180210000012,545000.0,545000,450000
33419,2019,180210000013,570000.0,570000,450000
33420,2019,180210000017,464658.0,464658,187500
33421,2019,180210000018,464658.0,464658,187500
33422,2019,180220000001,474611.0,474611,450000
33424,2019,180220000003,491685.0,491685,450000
33425,2019,180220000004,670000.0,670000,450000
33426,2019,180220000005,540584.0,540584,450000
33427,2019,180220000010,762720.0,762720,506250
33430,2019,180220000013,1510638.0,1510638,562500
33432,2019,180230000002,803130.0,803130,506250
33433,2019,180230000003,523198.0,523198,506250
33434,2019,180230000004,508781.0,575707,506250
33435,2019,180230000006,565587.0,589815,371610
33436,2019,180230000007,932011.0,932011,517500
33437,2019,180230000008,800708.0,800708,540000
33438,2019,180230000010,1208585.0,1208585,489375
33439,2019,180230000011,541403.0,543453,506250
33441,2019,180230000017,232137.0,232137,213210
33444,2019,180240000003,550000.0,550000,506250
33446,2019,180240000006,554502.0,586000,495000
33450,2019,180240000015,280780.0,280780,139050
33451,2019,180240000016,320268.0,320268,139050
33452,2019,180240010001,359275.0,363131,125000
33453,2019,180240010002,352356.0,356731,125000
33454,2019,180240010003,313500.0,358000,125000
33455,2019,180240010004,361725.0,361725,125000
33456,2019,180240010005,341000.0,377798,125000
33457,2019,180240010006,302981.0,302981,125000
33458,2019,180240010007,327291.0,327291,125000
33459,2019,180240010008,264000.0,288000,125000
33460,2019,180240010009,245066.0,261989,125000
33461,2019,180240010010,310000.0,310000,125000
33462,2019,180240010011,395380.0,395380,125000
33464,2019,180250000002,541757.0,541757,506250
33465,2019,180250000003,529776.0,529776,506250
33466,2019,180250000004,810000.0,810000,506250
33470,2019,180250000009,472000.0,472000,445500
33471,2019,180250000010,728200.0,728200,450000
33472,2019,180250000011,488790.0,488790,217575
33473,2019,180250000012,498726.0,498726,217500
33474,2019,180250000013,537280.0,537280,405000
33475,2019,180250000014,474200.0,474200,450000
33476,2019,180250000016,491000.0,491000,445500
33477,2019,180250000019,429000.0,432000,157500
33478,2019,180250000020,420710.0,420710,157500
33483,2019,180270000003,653676.0,653676,502875
33489,2019,180280000003,477683.0,477683,450000
33490,2019,180280000011,460240.0,476567,435420
33491,2019,180280000012,1150000.0,1150000,506250
33493,2019,180280000017,439500.0,439500,115500
33494,2019,180280000018,456422.0,456422,182700
33495,2019,180280000019,805600.0,805600,506250
33496,2019,180280000024,473000.0,476512,157500
33497,2019,180280000025,394071.0,394071,120750
33498,2019,180280000026,400249.0,400249,131250
33499,2019,180280000028,381740.0,381740,132300
33504,2019,180300000001,621816.0,719123,579780
33506,2019,180300000003,536789.0,536789,434146
33509,2019,180300000013,788889.0,788889,521802
33510,2019,180300000014,700000.0,700000,579780
33511,2019,180300000015,1063521.0,1063521,434146
33512,2019,180300000016,602675.0,602675,592875
33514,2019,180300010001,621500.0,779920,191250
33515,2019,180300010002,768144.0,768144,191250
33516,2019,180300010003,773754.0,773754,191250
33517,2019,180300010004,786117.0,786117,191250
33531,2019,180340000013,647902.0,647902,376250
33532,2019,180340000016,495125.0,495125,398440
33533,2019,180350000001,351175.0,351175,350175
33534,2019,180350000002,425000.0,425000,350000
33535,2019,180350000003,383952.0,383952,350000
33536,2019,180350000004,445376.0,445376,350000
33537,2019,180350000005,441055.0,441055,367500
33541,2019,180360000003,469700.0,469700,450000
33543,2019,180370000001,454032.0,454032,154350
33544,2019,180370000002,461349.0,461349,136875
33545,2019,180370000003,417980.0,417980,122325
33546,2019,180370000004,415309.0,415309,170175
33548,2019,180370000007,608300.0,615000,415625
33550,2019,180370000009,444999.0,446313,180600
33551,2019,180370000010,402500.0,402500,127875
33552,2019,180370000011,446681.0,446681,127875
33553,2019,180370000012,437759.0,437759,121875
33554,2019,180370000013,407700.0,407700,143700
33555,2019,180370000014,455108.0,455108,155475
33559,2019,180400000001,450000.0,450000,194100
33562,2019,180400000007,414058.0,414058,131700
33563,2019,180400000010,594078.0,594078,328125
33564,2019,180400000014,312207.0,330853,187500
33565,2019,180400000015,364934.0,370812,209850
33566,2019,180400000016,281945.0,281945,135750
33567,2019,180400000017,466827.0,466827,160875
33568,2019,180400000018,451000.0,469000,240750
33569,2019,180400000019,453206.0,453206,149700
33570,2019,180400000020,408801.0,408801,149325
33571,2019,180400000021,449884.0,449884,167700
33572,2019,180400000022,404800.0,424973,139575
33573,2019,180400000023,414092.0,414092,142575
33574,2019,180400000024,398048.0,398048,112650
33575,2019,180400000025,432952.0,432952,152625
33576,2019,180400000026,406257.0,406257,169650
33577,2019,180400000027,430714.0,430714,126150
33579,2019,180410000002,593178.0,593178,562500
33582,2019,180430000001,470532.0,470532,161700
33583,2019,180430000005,457946.0,498000,490500
33585,2019,180430000007,522390.0,584000,490500
33586,2019,180430000008,492000.0,492000,490500
33588,2019,180430000011,636000.0,636000,623250
33589,2019,180430000017,603381.0,614930,490500
33590,2019,180430000018,567270.0,574173,490500
33591,2019,180430000019,877250.0,960100,490500
33592,2019,180430000021,510156.0,519110,209625
33593,2019,180430000022,512380.0,698382,441428
33594,2019,180430000023,337391.0,337391,90525
33595,2019,180430000024,337900.0,337900,90525
33596,2019,180430000025,350661.0,350661,110250
33597,2019,180430000026,416894.0,416894,166650
33598,2019,180430000027,359166.0,359166,112950
33599,2019,180430000028,360000.0,360000,137550
33600,2019,180430000029,395000.0,395000,131250
33601,2019,180430000030,377377.0,377377,109650
33602,2019,180430000031,349102.0,349102,81375
33605,2019,180440000006,748765.0,748765,492750
33606,2019,180440000007,554092.0,554092,492750
33610,2019,180440000012,537900.0,537900,511740
33611,2019,180440000013,510195.0,510195,494235
33612,2019,180440000014,589276.0,589276,453330
33613,2019,180440000015,471600.0,471600,453330
33614,2019,180440000016,1087277.0,1087277,453330
33616,2019,180440000018,595000.0,595000,556875
33617,2019,180440010001,292687.0,292687,178950
33618,2019,180440010002,368282.0,368282,194475
33619,2019,180440010003,326206.0,335645,211500
33620,2019,180440010004,376681.0,376681,152250
33625,2019,180460000004,525000.0,525000,515250
33626,2019,180460000005,518000.0,518000,515250
33627,2019,180460000006,625250.0,625250,515250
33630,2019,180460000012,525000.0,525000,517500
33631,2019,180460000015,850000.0,850000,628650
33632,2019,180460000016,818130.0,818130,517500
33634,2019,180460000018,534000.0,534000,517500
33636,2019,180460000020,830000.0,830000,553860
33637,2019,180460000021,335848.0,335848,100650
33642,2019,180460000040,395000.0,395000,387779
33643,2019,180460000042,372268.0,372268,112425
33644,2019,180460000043,334798.0,334798,99600
33645,2019,180460000044,393002.0,393466,141300
33646,2019,180460000045,375650.0,375650,112350
33647,2019,180460000046,393676.0,393676,140925
33648,2019,180460000047,556984.0,556984,512685
33650,2019,180460020001,497046.0,497046,139425
33651,2019,180460020002,485346.0,485346,127725
33652,2019,180460020003,353423.0,479946,122325
33653,2019,180460020004,492846.0,492846,135225
33654,2019,180460020005,496600.0,496600,138975
33657,2019,180470010003,582900.0,582900,535120
33679,2019,180490000011,496302.0,496302,187500
33681,2019,180490000023,464000.0,464000,187500
33682,2019,180500000001,328000.0,328000,150000
33683,2019,180500000002,502759.0,502759,475000
33684,2019,180500000003,493500.0,493500,475000
33685,2019,180500000004,450000.0,450000,449900
33689,2019,180500000012,388435.0,388435,150000
33691,2019,180510000002,508592.0,508592,150000
33694,2019,180510000005,527473.0,527473,150000
33695,2019,180520000001,518832.0,543166,522500
33696,2019,180520000004,1428602.0,1428602,475000
33698,2019,180520000013,659695.0,659695,475000
33700,2019,180530000002,664467.0,664467,475000
33701,2019,180530000003,515000.0,515000,475000
33702,2019,180530000004,630500.0,630500,475000
33703,2019,180530000005,529137.0,540875,150000
33707,2019,180530000012,539000.0,559908,150000
33708,2019,180540000001,471785.0,471785,427500
33712,2019,180540000005,351467.0,351467,187500
33713,2019,180540000006,494005.0,494005,450000
33714,2019,180540000007,515688.0,515688,157500
33717,2019,180540000013,378799.0,378799,187500
33718,2019,180540000014,423339.0,423339,108750
33719,2019,180540000015,412000.0,412000,116400
33720,2019,180550000001,468888.0,468888,411840
33721,2019,180550000005,355475.0,355475,88125
33722,2019,180550000013,440508.0,440508,157575
33723,2019,180550000014,449000.0,449000,164625
33724,2019,180550000015,409031.0,409031,155475
33725,2019,180550000016,434602.0,434602,149100
33726,2019,180550000017,448800.0,449844,147825
33727,2019,180550000018,363054.0,363054,108750
33728,2019,180550000019,350887.0,350887,88125
33729,2019,180550000020,345022.0,345022,90000
33732,2019,180570000003,528000.0,714081,427500
33735,2019,180570000009,1000000.0,1000000,427500
33740,2019,180590000003,492100.0,492100,475000
33741,2019,180590000004,579299.0,593383,517750
33743,2019,180600000002,475000.0,475000,474900
33745,2019,180600000008,423500.0,441000,431775
33746,2019,180620000008,304373.0,323371,300475
33747,2019,180620000009,413567.0,413567,173775
33748,2019,180620010001,524698.0,524698,150000
33749,2019,180620010002,519899.0,519899,150000
44002,2019,211500260003,471601.0,521055,395220
48032,2019,230570000004,355584.0,355584,142480
48033,2019,230570000006,549741.0,549741,364000
48034,2019,230570000012,605990.0,622200,355250
48037,2019,230570000015,367824.0,367824,154720
48042,2019,230580000003,407324.0,407324,350000
48045,2019,230580000012,661248.0,661248,402500
48047,2019,230580000014,687832.0,687832,393750
48048,2019,230580000015,840759.0,840759,441875
48049,2019,230590000001,802286.0,815130,503125
48051,2019,230590000006,469482.0,469482,393750
48053,2019,230590000011,532742.0,532742,393750
48054,2019,230590000012,395700.0,395700,393750
48055,2019,230590000013,462080.0,462080,393750
48056,2019,230590000015,591708.0,591708,503125
48057,2019,230600000001,665713.0,665713,402500
48058,2019,230600000003,453208.0,453208,381500
48062,2019,230600000012,491302.0,491302,385000
48065,2019,230600000016,330384.0,330384,106400
48066,2019,230600000017,305000.0,305000,108468
